,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码,解析,,,,,,,,,,,
512,A-B-E-006,B（单选题）,,无人机在飞行过程中对环境造成的负面影响的是（）。,增加噪音污染,产生大量废气,改变空气成分,消耗大量水资源,,,A,1（较易）,5（好）,,,,,,,,,,,,
513,A-B-E-006,B（单选题）,,为减少无人机使用对环境的影响，以下措施（）是有效的。,限制无人机飞行高度,使用电池驱动的无人机,增加无人机飞行次数,选择低功率发动机的无人机,,,B,3（中）,5（好）,,,,,,,,,,,,
514,A-B-E-006,B（单选题）,,为了减少无人机对环境的影响，以下（）措施是推荐的。,使用更加高效的能源系统,增加无人机的飞行高度以减少噪音,减少无人机的维护和检查,使用非环保材料制造无人机,,,A,3（中）,5（好）,,,,,,,,,,,,
515,A-B-E-006,C（判断题）,,无人机体积小、重量轻，所以其飞行对环境没有任何影响。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
516,A-B-E-006,C（判断题）,,只要无人机不在禁飞区域飞行，就不会对环境造成不良影响。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
517,A-B-F-001,B（单选题）,,根据《中华人民共和国劳动法》，企业应当依法为员工缴纳社会保险费，（）。不属于社会保险范畴,养老保险,医疗保险,健康保险,工伤保险,,,C,3（中）,5（好）,,,,,,,,,,,,
518,A-B-F-001,B（单选题）,,劳动者有权在法定工作时间以外延长工作时间，但每日不得超过（）。,1小时,2小时,3小时,4小时,,,B,3（中）,5（好）,,,,,,,,,,,,
519,A-B-F-001,B（单选题）,,用人单位应当按照国家规定为劳动者缴纳（）。,养老保险、医疗保险、失业保险、工伤保险和生育保险,商业保险,意外伤害险,旅游保险,,,A,2（易）,5（好）,,,,,,,,,,,,
520,A-B-F-001,B（单选题）,,劳动者因工受伤应当获得（）。,医疗费用自理,工伤保险待遇,单位支付一次性补偿,社会救助,,,B,2（易）,5（好）,,,,,,,,,,,,
521,A-B-F-001,C（判断题）,,劳动者不必缴纳工伤保险费和生育保险费。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
522,A-B-F-001,C（判断题）,,依据《劳动法》规定，劳动者在严重违反用人单位规章制度的情况下，用人单位可以解除劳动合同，但应提前三十日通知劳动者。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
523,A-B-F-002,B（单选题）,,根据劳动合同法，用人单位自（）。起即与劳动者建立劳动关系,用工之日,签订劳动合同之日,劳动者报到之日,试用期开始之日,,,A,3（中）,5（好）,,,,,,,,,,,,
524,A-B-F-002,B（单选题）,,劳动合同期限三个月以上不满一年的，试用期不得超过（）。,一个月,二个月,三个月,六个月,,,A,3（中）,5（好）,,,,,,,,,,,,
525,A-B-F-002,B（单选题）,,劳动者在试用期的工资不得低于本单位相同岗位最低档工资或者劳动合同约定工资的（）。，并不得低于用人单位所在地的最低工资标准,0.8,0.7,0.6,0.5,,,A,3（中）,5（好）,,,,,,,,,,,,
526,A-B-F-002,B（单选题）,,用人单位解除劳动合同，应当提前（）。以书面形式通知劳动者本人或者额外支付劳动者一个月工资,15日,30日,45日,60日,,,B,3（中）,5（好）,,,,,,,,,,,,
527,A-B-F-002,C（判断题）,,无人机操作员与用人单位签订劳动合同时，应当明确约定工作岗位、工作内容、工作地点等信息，确保劳动合同内容的明确性和合法性。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
528,A-B-F-002,C（判断题）,,如果无人机操作员与用人单位之间的劳动合同期满后，未进行续签，且双方未明确约定是否继续劳动关系，则劳动合同终止，操作员应无权要求继续就业。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
529,A-B-F-003,B（单选题）,,从业人员在安全生产中有权拒绝（）。,正常的工作安排,佩戴个人防护用品的要求,违章指挥,工作环境的改善建议,,,C,2（易）,5（好）,,,,,,,,,,,,
530,A-B-F-003,B（单选题）,,生产经营单位发生生产安全事故后，应当立即采取的行动是（）。,隐藏不报,组织抢救,等待调查结果再处理,只上报不处理,,,B,2（易）,5（好）,,,,,,,,,,,,
531,A-B-F-003,B（单选题）,,生产经营单位必须为从业人员提供符合（）。的劳动保护用品,国家标准或者行业标准,地方标准,企业自定标准,最低成本标准,,,A,2（易）,5（好）,,,,,,,,,,,,
532,A-B-F-003,B（单选题）,,生产经营单位应当对从业人员进行安全生产教育和培训，培训内容不包括（）。,安全操作规程,应急救援知识,企业文化宣传,个人防护用品的使用,,,C,2（易）,5（好）,,,,,,,,,,,,
533,A-B-F-003,C（判断题）,,生产经营单位使用被派遣劳动者的，可以与被派遣劳动者约定是否享有安全生产方面的权利、履行安全生产方面的义务。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
534,A-B-F-003,C（判断题）,,安全生产监督检查人员执行监督检查任务时，必须出示有效的行政执法证件；对涉及被检查单位的技术秘密和业务秘密，应当为其保密。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
535,A-B-F-004,B（单选题）,,环境保护坚持保护优先、（）。、综合治理、公众参与、损害担责的原则,防治结合,预防为主,源头控制,过程监管,,,B,2（易）,5（好）,,,,,,,,,,,,
536,A-B-F-004,B（单选题）,,企业事业单位和其他生产经营者违反法律法规规定排放污染物，造成或者可能造成严重污染的，县级以上人民政府环境保护主管部门和其他负有环境保护监督管理职责的部门，可以（）。,责令其停产停业,对其进行罚款,查封、扣押造成污染物排放的设施、设备,对主要负责人进行行政拘留,,,C,2（易）,5（好）,,,,,,,,,,,,
537,A-B-F-004,B（单选题）,,对保护和改善环境有显著成绩的单位和个人，由（）。给予奖励,环境保护部门,人民政府,社会公益组织,企业自身,,,B,2（易）,5（好）,,,,,,,,,,,,
538,A-B-F-004,B（单选题）,,根据《中华人民共和国环境保护法》，因环境污染损害赔偿提起诉讼的时效期间为（）。,1年,2年,3年,4年,,,C,2（易）,5（好）,,,,,,,,,,,,
539,A-B-F-004,C（判断题）,,省级以上人民政府应当加大保护和改善环境、防治污染和其他公害的财政投入，提高财政资金的使用效益。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
540,A-B-F-004,C（判断题）,,企业事业单位和其他生产经营者，在污染物排放符合法定要求的基础上，进一步减少污染物排放的，人民政府应当依法采取财政、税收、价格、政府采购等方面的政策和措施予以鼓励和支持。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
541,A-B-F-005,B（单选题）,,生产者应当对其生产的产品质量负责，产品质量应当符合的要求中不包括（）。,不存在危及人身、财产安全的不合理的危险,具备产品应当具备的使用性能,符合在产品或者其包装上注明采用的产品标准,产品包装必须精美,,,D,2（易）,5（好）,,,,,,,,,,,,
542,A-B-F-005,B（单选题）,,销售者的产品质量义务不包括（）。,建立并执行进货检查验收制度,采取措施，保持销售产品的质量,对产品进行深加工，提高产品质量,不得销售国家明令淘汰并停止销售的产品,,,C,2（易）,5（好）,,,,,,,,,,,,
543,A-B-F-005,B（单选题）,,因产品存在缺陷造成人身、他人财产损害的，（）。应当承担赔偿责任,生产者,销售者,生产者和销售者,使用者,,,C,2（易）,5（好）,,,,,,,,,,,,
544,A-B-F-005,B（单选题）,,国家对产品质量实行以（）。为主要方式的监督检查制度,抽查,普查,自查,互查,,,A,2（易）,5（好）,,,,,,,,,,,,
545,A-B-F-005,C（判断题）,,裸装的食品和其他根据产品的特点难以附加标识的裸装产品，可以不附加产品标识。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
546,A-B-F-005,C（判断题）,,因产品质量发生民事纠纷时，当事人只能通过协商或者调解解决。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
547,A-B-F-006,B（单选题）,,民用航空器的适航管理由（）。负责,国务院民用航空主管部门,航空器制造企业,航空器使用者,地方航空管理部门,,,A,2（易）,5（好）,,,,,,,,,,,,
548,A-B-F-006,B（单选题）,,民用航空器权利登记的主管部门是（）。,国务院民用航空主管部门,国家工商行政管理部门,国家知识产权局,中国民用航空局空中交通管理局,,,A,2（易）,5（好）,,,,,,,,,,,,
549,A-B-F-006,B（单选题）,,民用航空器优先权适用（）。的法律,航空器国籍登记国,航空器制造国,航空器运营国,航空器失事国,,,A,2（易）,5（好）,,,,,,,,,,,,
550,A-B-F-006,B（单选题）,,搜寻援救民用航空器的具体办法，由（）。规定,国务院民用航空主管部门,国务院,全国人民代表大会常务委员会,地方人民政府,,,B,3（中）,5（好）,,,,,,,,,,,,
551,A-B-F-006,C（判断题）,,民用航空器的机长或者机组其他人员有受到酒类饮料、麻醉剂或者其他药物的影响，损及工作能力的情况，不得执行飞行任务。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
552,A-B-F-006,C（判断题）,,国内航空运输合同的当事人可以选择合同适用的法律，但是法律另有规定的除外。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
553,A-B-F-007,B（单选题）,,从事通用航空飞行活动的单位、个人，根据飞行活动要求，需要划设临时飞行空域的，应当向有关飞行管制部门提出划设临时飞行空域的申请受理申请的飞行管制部门应当自受理申请之日起（）。个工作日内作出批准或者不予批准的决定,7,10,15,30,,,A,3（中）,5（好）,,,,,,,,,,,,
554,A-B-F-007,B（单选题）,,在临时飞行空域内进行通用航空飞行活动的，可以在申请划设临时飞行空域时一并提出（）。小时以内的短期飞行计划申请，不再另行申请,12,24,36,48,,,B,2（易）,5（好）,,,,,,,,,,,,
555,A-B-F-007,B（单选题）,,通用航空飞行任务的飞行计划申请，应当在拟飞行前（）。提出,1天,2天,3天,7天,,,A,2（易）,5（好）,,,,,,,,,,,,
556,A-B-F-007,B（单选题）,,组织实施通用航空飞行活动的单位、个人，应当在飞行活动结束后（）。内，将飞行活动情况报送有关飞行管制部门,10分钟,30分钟,1小时,24小时,,,D,2（易）,5（好）,,,,,,,,,,,,
557,A-B-F-007,C（判断题）,,通用航空飞行活动在非管制空域内飞行无需向任何部门报告。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
558,A-B-F-007,C（判断题）,,通用航空飞行的航空器只要购买了保险就可以随意飞行。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
559,A-B-F-008,B（单选题）,,民用航空安全管理应当坚持（）。的工作方针,安全第一、预防为主、综合治理,安全至上、预防为主、严格管理,安全优先、防治结合、综合治理,安全为本、防治结合、严格管理,,,A,2（易）,5（好）,,,,,,,,,,,,
560,A-B-F-008,B（单选题）,,民航生产经营单位应当依法建立并实施（）。，以保障航空安全,安全管理体系,质量控制体系,风险评估体系,应急救援体系,,,A,2（易）,5（好）,,,,,,,,,,,,
561,A-B-F-008,B（单选题）,,民航生产经营单位应当至少（）。对本单位安全管理体系的运行情况进行一次评估,每月,每季度,每半年,每年,,,D,2（易）,5（好）,,,,,,,,,,,,
562,A-B-F-008,B（单选题）,,民用航空安全信息包括民用航空（）。等信息,事故、事故征候、其他不安全事件,飞行计划、飞行高度、飞行速度,机场设施、航空器设备、空管设备,航空公司财务状况、员工培训情况、航班安排,,,A,2（易）,5（好）,,,,,,,,,,,,
563,A-B-F-008,C（判断题）,,根据《民用航空安全管理规定》，民航生产经营单位主要负责人对本单位的安全管理工作全面负责。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
564,A-B-F-008,C（判断题）,,《民用航空安全管理规定》中，安全管理体系的建立和运行与人员培训没有关联。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
565,A-B-F-009,B（单选题）,,无人机飞行需遵守的主要法规是（）。,《中华人民共和国治安管理处罚法》,《中华人民共和国道路交通安全法》,《中华人民共和国民用航空法》及《通用航空飞行管制条例》,《中华人民共和国劳动法》,,,C,2（易）,5（好）,,,,,,,,,,,,
566,A-B-F-009,B（单选题）,,根据《民用无人机驾驶员管理规定》，关于无人机实名登记的说法正确的是：（）。,所有无人机均需实名登记，无论起飞重量大小,起飞重量小于250克的无人机无需实名登记,实名登记信息包括拥有者姓名、证件号码及无人机型号，但无需电子邮箱,未经实名登记的无人机不得飞行,,,D,3（中）,5（好）,,,,,,,,,,,,
567,A-B-F-009,B（单选题）,,根据《民用无人机驾驶员管理规定》，无人机驾驶员在申请飞行执照时，以下哪项情况会导致其申请被拒绝（）。,未满18岁,无法提供有效的体检证明,持有无效的驾驶员证书,有驾驶记录但未达到飞行经验要求,,,B,3（中）,5（好）,,,,,,,,,,,,
568,A-B-F-009,B（单选题）,,申请民用无人机驾驶员合格证，年龄应满（）。周岁,14,16,18,20,,,B,3（中）,5（好）,,,,,,,,,,,,
569,A-B-F-009,C（判断题）,,视距内运行的无人机驾驶员无需取得任何资质。（）,正确,错误,,,,,B,2（易）,5（好）,,,,,,,,,,,,
570,A-B-F-009,C（判断题）,,民用无人机驾驶员合格证仅在国内有效，不能在境外使用。（）,正确,错误,,,,,A,2（易）,5（好）,,,,,,,,,,,,
