,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码
,A-B-E-002,C（判断题）,,安全生产原则只适用于一线生产工人，管理人员不需要遵循。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-E-003,B（单选题）,,（）最适合用于防火墙建设。,木材,石膏板,钢筋混凝土,泡沫塑料,,,C,3（中）,5（好）
,A-B-E-003,B（单选题）,,（）是有效的消防安全措施之一。,定期进行消防演练,只在发生火灾时进行处理,让员工自行判断火灾危险,关闭所有电器设备即可避免火灾,,,A,3（中）,5（好）
,A-B-E-003,B（单选题）,,如果身上着火了，应该（）自救。,快速奔跑呼救,就地打滚将火苗压灭,用手拍打火焰,穿过浓烟区域寻找出口,,,B,2（易）,5（好）
,A-B-E-003,B（单选题）,,为确保无人机产线消防安全，车间内灭火器的最大保护距离不宜超过（  ）。,15 米,20 米,25 米,30 米,,,C,1（较易）,5（好）
,A-B-E-003,C（判断题）,,只要安装了火灾自动报警系统，就可以完全不用担心火灾发生了。（）,正确,错误,,,,,B,1（较易）,5（好）
,A-B-E-003,C（判断题）,,消防通道在没有火灾的时候可以临时堆放一些物品。（）,正确,错误,,,,,B,1（较易）,5（好）
,A-B-E-004,B（单选题）,,在重大事故应急救援体系中，（）组织的重要职责是尽可能、尽快地控制并消除事故，营救受害人员。,应急救援专家组,医疗救治,消防与抢险,洗消去污组织,,,C,1（较易）,5（好）
,A-B-E-004,B（单选题）,,根据《生产安全事故报告和调查处理条例》规定，事故发生后，（）应当立即向本单位负责人报告。,单位主要负责人,事故受害者,事故目击者,现场安全员,,,A,3（中）,5（好）
,A-B-E-004,B（单选题）,,地方各级人民政府应急管理部门的应急预案，应当报（）级别的人民政府备案。,市级,县级,省级,国家级,,,B,2（易）,5（好）
,A-B-E-004,B（单选题）,,生产经营单位的应急预案经评审或者论证后，由（）签署。,主要负责人,部门经理,安全总监,工会主席,,,A,1（较易）,5（好）
,A-B-E-004,C（判断题）,,小型企业由于人员和规模较小，不需要制定安全生产事故应急救援预案。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-E-004,C（判断题）,,安全生产事故应急救援预案一旦制定就无需修改。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-E-005,B（单选题）,,（）不属于清洁能源。,太阳能,风能,石油,水能,,,C,3（中）,5（好）
,A-B-E-005,B（单选题）,,（）的行为不利于环境保护。,减少使用一次性塑料制品,积极参与植树造林活动,定期清理自家垃圾并分类投放,随意乱扔废弃物,,,D,3（中）,5（好）
,A-B-E-005,B（单选题）,,不属于工业污染控制的是（）。,安装净化装置,排放未经处理的废水,使用清洁能源,回收利用废弃物,,,B,2（易）,5（好）
,A-B-E-005,B（单选题）,,不符合节能减排的理念是（）。,分类投放垃圾,随意丢弃废电池,使用节能灯泡,骑自行车出行,,,B,1（较易）,5（好）
,A-B-E-005,C（判断题）,,个人在日常生活中的行为对环境保护影响不大，所以不需要特别注意。（）,正确,错误,,,,,B,1（较易）,5（好）
,A-B-E-005,C（判断题）,,只要企业安装了先进的污染处理设备，就可以随意排放污染物。（）,正确,错误,,,,,B,1（较易）,5（好）
,A-B-E-006,B（单选题）,,为了减少无人机的环境影响，（）措施不是有效的。,优化无人机的设计和飞行路径,采取更加环保的燃料和飞行技术,增加无人机的使用频率,提高无人机的能源效率,,,C,3（中）,5（好）
,A-B-E-006,B（单选题）,,无人机在飞行过程中可能对环境造成的负面影响之一是（）。,增加噪音污染,产生大量废气,改变空气成分,消耗大量水资源,,,A,1（较易）,5（好）
,A-B-E-006,B（单选题）,,电动无人机在野外飞行过程中对生态系统可能产生的影响是（）。,降低空气质量,扰乱野生动物栖息,减少植被覆盖,减少物种多样性,,,B,3（中）,5（好）
,A-B-E-006,B（单选题）,,为了减少无人机对环境的影响，（）措施是推荐的。,使用更加高效的能源系统,增加无人机的飞行高度以减少噪音,减少无人机的维护和检查,使用非环保材料制造无人机,,,A,3（中）,5（好）
,A-B-E-006,C（判断题）,,无人机体积小、重量轻，所以其飞行对环境没有任何影响。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-E-006,C（判断题）,,只要无人机不在禁飞区域飞行，就不会对环境造成不良影响。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-F-001,B（单选题）,,根据《中华人民共和国劳动法》，企业应当依法为员工缴纳社会保险费，下列不属于社会保险范畴的是（）。,养老保险,医疗保险,住房公积金,工伤保险,,,C,3（中）,5（好）
,A-B-F-001,B（单选题）,,根据《中华人民共和国劳动法》规定，用人单位由于生产经营需要，经与工会和劳动者协商后可以延长工作时间，一般每日不得超过（）。,1小时,2小时,3小时,4小时,,,A,3（中）,5（好）
,A-B-F-001,B（单选题）,,用人单位应当按照国家规定为劳动者缴纳（）。,社会保险,商业保险,意外伤害险,旅游保险,,,A,2（易）,5（好）
,A-B-F-001,B（单选题）,,根据《工伤保险条例》，当劳动者在工作过程中或与工作有关的情况下遭受事故伤害或者患职业病时，有权享受（）。,医疗费用自理,工伤保险待遇,单位支付一次性补偿,社会救助,,,B,2（易）,5（好）
,A-B-F-001,C（判断题）,,劳动者不必缴纳工伤保险费和生育保险费。（）,正确,错误,,,,,A,3（中）,5（好）
,A-B-F-001,C（判断题）,,依据《劳动法》规定，劳动者在严重违反用人单位规章制度的情况下，用人单位可以解除劳动合同，但应提前三十日通知劳动者。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-F-002,B（单选题）,,根据《中华人民共和国劳动合同法》的规定，用人单位()起即与劳动者建立劳动关系。,用工之日,签订劳动合同之日,劳动者报到之日,试用期开始之日,,,A,3（中）,5（好）
,A-B-F-002,B（单选题）,,劳动合同期限三个月以上不满一年的，试用期不得超过（）。,一个月,二个月,三个月,六个月,,,A,3（中）,5（好）
,A-B-F-002,B（单选题）,,劳动者在试用期的工资不得低于本单位相同岗位最低档工资或者劳动合同约定工资的（），并不得低于用人单位所在地的最低工资标准。,80%,70%,60%,50%,,,A,3（中）,5（好）
,A-B-F-002,B（单选题）,,用人单位解除劳动合同，应当提前（）以书面形式通知劳动者本人或者额外支付劳动者一个月工资。,15日,30日,45日,60日,,,B,3（中）,5（好）
,A-B-F-002,C（判断题）,,无人机操作员与用人单位签订劳动合同时，应当明确约定工作岗位、工作内容、工作地点等信息，确保劳动合同内容的明确性和合法性（）。,正确,错误,,,,,A,3（中）,5（好）
,A-B-F-002,C（判断题）,,如果无人机操作员与用人单位之间的劳动合同期满后，未进行续签，且双方未明确约定是否继续劳动关系，则劳动合同终止，操作员应无权要求继续就业（）。,正确,错误,,,,,B,3（中）,5（好）
,A-B-F-003,B（单选题）,,根据《中华人民共和国安全生产法》及相关法律法规的规定，从业人员在安全生产中有权拒绝（）。,正常的工作安排,佩戴个人防护用品的要求,违章指挥和强令冒险作业,工作环境的改善建议,,,C,2（易）,5（好）
,A-B-F-003,B（单选题）,,生产经营单位发生生产安全事故后，应当立即采取的行动是（）。,隐藏不报,组织抢救,等待调查结果再处理,只上报不处理,,,B,2（易）,5（好）
,A-B-F-003,B（单选题）,,生产经营单位必须为从业人员提供符合（）的劳动保护用品。,国家标准或者行业标准,国际标准,企业内部标准,地方政府规定,,,A,2（易）,5（好）
,A-B-F-003,B（单选题）,,生产经营单位应当对从业人员进行安全生产教育和培训，培训内容不包括（）。,安全生产规章制度,岗位安全操作技能,企业经济效益分析,事故应急处理措施,,,C,2（易）,5（好）
,A-B-F-003,C（判断题）,,生产经营单位使用被派遣劳动者的，可以与被派遣劳动者约定是否享有安全生产方面的权利、履行安全生产方面的义务。（）,正确,错误,,,,,A,3（中）,5（好）
,A-B-F-003,C（判断题）,,安全生产监督检查人员执行监督检查任务时，必须出示有效的行政执法证件；对涉及被检查单位的技术秘密和业务秘密，应当为其保密。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-F-004,B（单选题）,,环境保护坚持保护优先、（）、综合治理、公众参与、损害担责的原则。,防治结合,预防为主,源头控制,过程监管,,,B,2（易）,5（好）
,A-B-F-004,B（单选题）,,企业事业单位和其他生产经营者违反法律法规规定排放污染物，造成或者可能造成严重污染的，县级以上人民政府环境保护主管部门和其他负有环境保护监督管理职责的部门，可以（）。,责令其停产停业,对其进行罚款,查封、扣押造成污染物排放的设施、设备,对主要负责人进行行政拘留,,,C,2（易）,5（好）
,A-B-F-004,B（单选题）,,对保护和改善环境有显著成绩的单位和个人，由（）给予奖励。,环境保护部门,人民政府,社会公益组织,企业自身,,,B,2（易）,5（好）
,A-B-F-004,B（单选题）,,根据《中华人民共和国环境保护法》，因环境污染损害赔偿提起诉讼的时效期间为（）。,1年,2年,3年,4年,,,C,2（易）,5（好）
,A-B-F-004,C（判断题）,,各级人民政府应当加大保护和改善环境、防治污染和其他公害的财政投入，并提高财政资金的使用效益。（）,正确,错误,,,,,A,3（中）,5（好）
,A-B-F-004,C（判断题）,,企业事业单位和其他生产经营者，在污染物排放符合法定要求的基础上，进一步减少污染物排放的，人民政府应当依法采取财政、税收、价格、政府采购等方面的政策和措施予以鼓励和支持。（）,正确,错误,,,,,A,3（中）,5（好）
,A-B-F-005,B（单选题）,,"根据《中华人民共和国产品质量法》及相关法律法规的规定,生产者应当对其生产的产品质量负责，产品质量应当符合的要求中不包括（）。",不存在危及人身、财产安全的不合理的危险,具备产品应当具备的使用性能,符合在产品或者其包装上注明采用的产品标准,满足消费者的个性化需求,,,D,2（易）,5（好）
,A-B-F-005,B（单选题）,,销售者的产品质量义务不包括（）。,保证销售的产品不存在危及人身、财产安全的不合理危险,确保产品具备应有的使用性能，除非对存在的任何缺陷或限制进行了明确说明,对产品进行最终的质量检验和认证,遵守有关产品标识的规定，如标明产品名称、生产厂名和厂址等信息,,,C,2（易）,5（好）
,A-B-F-005,B（单选题）,,因产品存在缺陷造成人身、他人财产损害的，（）应当承担赔偿责任。,生产者,销售者,生产者和销售者,使用者,,,C,2（易）,5（好）
,A-B-F-005,B（单选题）,,"根据《中华人民共和国产品质量法》的规定,国家对产品质量实行以（）为主要方式的监督检查制度。",抽查,普查,自查,互查,,,A,2（易）,5（好）
,A-B-F-005,C（判断题）,,裸装的食品和其他根据产品的特点难以附加标识的裸装产品，可以不附加产品标识。（）,正确,错误,,,,,A,3（中）,5（好）
,A-B-F-005,C（判断题）,,因产品质量发生民事纠纷时，当事人只能通过协商或者调解解决。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-F-006,B（单选题）,,民用航空器的适航管理由（）负责。,国务院民用航空主管部门,航空器制造企业,航空器使用者,地方航空管理部门,,,A,2（易）,5（好）
,A-B-F-006,B（单选题）,,根据《中华人民共和国民用航空法》及相关法律法规的规定，民用航空器权利登记的主管部门是（）。,国务院民用航空主管部门,国家工商行政管理部门,国家知识产权局,中国民用航空局空中交通管理局,,,A,2（易）,5（好）
